"Bill_id","Bill_description","Patron_id","Patron_name","Last_house_committee_id","Last_house_action","Last_house_action_date","Last_senate_committee_id","Last_senate_action","Last_senate_action_date","Last_conference_action","Last_conference_action_date","Last_governor_action","Last_governor_action_date","Emergency","Passed_house","Passed_senate","Passed","Failed","Carried_over","Approved","Vetoed","Full_text_doc1","Full_text_date1","Full_text_doc2","Full_text_date2","Full_text_doc3","Full_text_date3","Full_text_doc4","Full_text_date4","Full_text_doc5","Full_text_date5","Full_text_doc6","Full_text_date6","Last_house_actid","Last_senate_actid","Last_conference_actid","Last_governor_actid","Chapter_id","Introduction_date","Last_actid"
"HB1334","Assault and battery; persons charged with first offense against family or household member, penalty.","H161","Cline","H08","Enrolled Bill communicated to Governor on 3/8/2016","03/08/16","S03","Signed by President","03/07/16","","","Approved by Governor-Chapter 422 (effective 7/1/16)","03/11/16","N","Y","Y","Y","N","N","Y","N","HB1334","01/21/16","HB1334ER","03/04/16","","","","","","","","","H7010","S5620","","G7050","","01/21/16","G7050"
"HB1335","Highway maintenance payments; bicycle lanes.","H265","Taylor","H19","Left in Transportation","02/16/16","","","","","","","","N","N","N","N","Y","N","N","N","HB1335","01/21/16","","","","","","","","","","","H1994","","","","","01/21/16","H1994"
"HB1336","Precincts; establishment based on number of registered voters with active status.","H263","Mason","H18","Left in Privileges and Elections","02/16/16","","","","","","","","N","N","N","N","Y","N","N","N","HB1336","01/21/16","","","","","","","","","","","H1894","","","","","01/21/16","H1894"
"HB1337","Local fiscal stress; task force appointed by Governor to review state mandates imposed on locality.","H220","James","H07","Left in Counties, Cities and Towns","02/16/16","","","","","","","","N","N","N","N","Y","N","N","N","HB1337","01/21/16","","","","","","","","","","","H0794","","","","","01/21/16","H0794"
"HB1338","Law-enforcement officers; personal security for Governor.","H235","Fariss","H20","Left in Rules","02/16/16","","","","","","","","N","N","N","N","Y","N","N","N","HB1338","01/21/16","","","","","","","","","","","H2094","","","","","01/21/16","H2094"
"HB1339","Localities; regulation of firearms in government buildings.","H284","Price","H15","Stricken from docket by Militia, Police and Public Safety","01/29/16","","","","","","","","N","N","N","N","Y","N","N","N","HB1339","01/21/16","","","","","","","","","","","H1593","","","","","01/21/16","H1593"
"HB1340","Stormwater management programs; DEQ to operate.","H238","Hodges","H02","Left in Appropriations","02/18/16","","","","","","","","N","N","N","N","Y","N","N","N","HB1340","01/21/16","","","","","","","","","","","H0294","","","","","01/21/16","H0294"
"HB1341","Veterans Services Foundation; membership.","H279","Freitas","H11","Enrolled Bill communicated to Governor on 3/4/16","03/04/16","S12","Signed by President","03/03/16","","","Acts of Assembly Chapter text (CHAP0321)","03/07/16","N","Y","Y","Y","N","N","Y","N","HB1341","01/21/16","HB1341E","02/05/16","HB1341ER","02/29/16","CHAP0321","03/07/16","","","","","H7010","S5620","","G9998","CHAP0321","01/21/16","G9998"
"HB1342","Immunizations; requirements related to administration of vaccinations.","H229","Filler-Corn","H12","Stricken from docket by Health, Welfare and Institutions","01/28/16","","","","","","","","N","N","N","N","Y","N","N","N","HB1342","01/21/16","","","","","","","","","","","H1293","","","","","01/21/16","H1293"
"HB1343","Research & development in the Commonwealth; Va. Research Investment Fund & Committee, created, etc.","H120","Jones","H02","Enrolled Bill communicated to Governor on 3/28/16","03/28/16","S05","Signed by President","03/28/16","Amended by conference committee","03/11/16","Governor's Action Deadline Midnight, Sunday, April 10, 2016","03/28/16","N","Y","Y","Y","N","N","N","N","HB1343","01/21/16","HB1343H1","02/12/16","HB1343S1","03/07/16","HB1343H2","03/11/16","HB1343ER","03/25/16","","","H7010","S5620","C6038","G7010","","01/21/16","G7010"
"HB1344","Bonds; certain capital projects.","H120","Jones","H02","Enrolled Bill communicated to Governor on 3/28/16","03/28/16","S05","Signed by President","03/28/16","Amended by conference committee","03/11/16","Governor's Action Deadline Midnight, Sunday, April 10, 2016","03/28/16","N","Y","Y","Y","N","N","N","N","HB1344","01/21/16","HB1344H1","02/10/16","HB1344S1","02/24/16","HB1344H2","03/11/16","HB1344ER","03/25/16","","","H7010","S5620","C6038","G7010","","01/21/16","G7010"
"HB1345","Line of Duty Act; revises Act by codifying revisions.","H120","Jones","H02","Enrolled Bill communicated to Governor on 3/11/16","03/11/16","S05","Signed by President","03/10/16","","","Approved by Governor-Chapter 677 (effective - see bill)","04/01/16","N","Y","Y","Y","N","N","Y","N","HB1345","01/21/16","HB1345H1","02/12/16","HB1345ER","03/08/16","","","","","","","H7010","S5620","","G7050","","01/21/16","G7050"
"HB1346","Commonwealth Transportation Board; regional membership.","H228","Villanueva","H19","Continued to 2017 in Transportation","02/09/16","","","","","","","","N","N","N","N","N","Y","N","N","HB1346","01/21/16","","","","","","","","","","","H1940","","","","","01/21/16","H1940"
"HB1347","Wireless communications; infrastructure established.","H280","Heretick","H14","Continued to 2017 in Commerce and Labor","02/11/16","","","","","","","","N","N","N","N","N","Y","N","N","HB1347","01/21/16","","","","","","","","","","","H1440","","","","","01/21/16","H1440"
"HB1348","Smoking in motor vehicles; presence of minor under age eight, civil penalty.","H270","Pillion","H15","Enrolled Bill communicated to Governor on 3/9/2016","03/09/16","S03","Signed by President","03/09/16","","","Approved by Governor-Chapter 515 (effective 7/1/16)","03/25/16","N","Y","Y","Y","N","N","Y","N","HB1348","01/21/16","HB1348H1","02/10/16","HB1348ER","03/07/16","","","","","","","H7010","S5620","","G7050","","01/21/16","G7050"
"HB1349","Resettlement of refugees; review process.","H279","Freitas","H11","Incorporated by General Laws (HB494-Marshall, R.G.)","02/11/16","","","","","","","","N","N","N","N","Y","N","N","N","HB1349","01/21/16","","","","","","","","","","","H1199","","","","","01/21/16","H1199"
"HB1350","Alcoholic beverage control; spirits tastings by distiller licensee.","H279","Freitas","H11","Enrolled Bill communicated to Governor on 02/25/16","02/25/16","S09","Signed by President","02/25/16","","","Acts of Assembly Chapter text (CHAP0132)","03/01/16","N","Y","Y","Y","N","N","Y","N","HB1350","01/21/16","HB1350H1","02/11/16","HB1350ER","02/24/16","CHAP0132","03/01/16","","","","","H7010","S5620","","G9998","CHAP0132","01/21/16","G9998"
"HB1351","Virginia Sports Hall of Fame.","H220","James","H02","Left in Appropriations","02/18/16","","","","","","","","N","N","N","N","Y","N","N","N","HB1351","01/21/16","","","","","","","","","","","H0294","","","","","01/21/16","H0294"
"HB1352","Public elementary and secondary schools; teacher grievance procedures.","H275","Bell, John J.","H09","Left in Education","02/16/16","","","","","","","","N","N","N","N","Y","N","N","N","HB1352","01/21/16","","","","","","","","","","","H0994","","","","","01/21/16","H0994"
"HB1353","U.S. of America and the Commonwealth of Virginia; purchase of flags by public bodies.","H275","Bell, John J.","H11","Left in General Laws","02/16/16","","","","","","","","N","N","N","N","Y","N","N","N","HB1353","01/21/16","","","","","","","","","","","H1194","","","","","01/21/16","H1194"
"HB1354","Virginia Public Procurement Act; use of best value contracting, etc.","H275","Bell, John J.","H11","Left in General Laws","02/16/16","","","","","","","","N","N","N","N","Y","N","N","N","HB1354","01/21/16","","","","","","","","","","","H1194","","","","","01/21/16","H1194"
"HB1355","Research and development expenses tax credit; refundability.","H236","Farrell","H10","Stricken from docket by Finance","02/08/16","","","","","","","","N","N","N","N","Y","N","N","N","HB1355","01/21/16","","","","","","","","","","","H1093","","","","","01/21/16","H1093"
"HB1356","Impersonation of a minor; use of communications system, penalty.","H236","Farrell","H08","Left in Courts of Justice","02/16/16","","","","","","","","N","N","N","N","Y","N","N","N","HB1356","01/21/16","","","","","","","","","","","H0894","","","","","01/21/16","H0894"
"HB1357","Income tax, state; statute of limitations for certain amended returns.","H241","Morris","H02","Left in Appropriations","02/18/16","","","","","","","","N","N","N","N","Y","N","N","N","HB1357","01/21/16","","","","","","","","","","","H0294","","","","","01/21/16","H0294"
"HB1358","Gas emissions; control systems for certain landfills.","H235","Fariss","H01","Continued to 2017 in Agriculture, Chesapeake and Natural Resources","02/10/16","","","","","","","","N","N","N","N","N","Y","N","N","HB1358","01/21/16","","","","","","","","","","","H0140","","","","","01/21/16","H0140"
"HB1359","Transit Capital Project Revenue Advisory Board; established, report, sunset provision.","H194","Peace","H19","Enrolled Bill communicated to Governor on 3/9/2016","03/09/16","S11","Signed by President","03/09/16","","","Approved by Governor-Chapter 609 (effective 7/1/16)","04/01/16","N","Y","Y","Y","N","N","Y","N","HB1359","01/22/16","HB1359S1","03/02/16","HB1359ER","03/07/16","","","","","","","H7010","S5620","","G7050","","01/22/16","G7050"
"HB1360","Bicycles; helmets required to be worn by riders less than 18 years of age.","H249","Yost","H19","Tabled in Transportation","02/11/16","","","","","","","","N","N","N","N","Y","N","N","N","HB1360","01/22/16","","","","","","","","","","","H1998","","","","","01/22/16","H1998"
"HB1361","Lobbyist reporting; disclosure of certain persons attending entertainment events prohibited.","H181","Gilbert","H08","VOTE: PASSAGE EMERGENCY (99-Y 0-N)","02/16/16","S10","Incorporated by Rules (HB1362-Gilbert) (13-Y 0-N)","03/04/16","","","","","Y","Y","N","N","Y","N","N","N","HB1361","01/22/16","HB1361E","02/15/16","","","","","","","","","H9999","S1099","","","","01/22/16","S1099"
"HB1362","Conflicts of Interests Acts, State & Local Government & General Assembly, etc.; lobbyist reporting.","H181","Gilbert","H08","Enrolled Bill communicated to Governor on 3/28/16","03/28/16","S10","Signed by President","03/28/16","Amended by conference committee","03/11/16","Governor's Action Deadline Midnight, Sunday, April 10, 2016","03/28/16","N","Y","Y","Y","N","N","N","N","HB1362","01/22/16","HB1362H1","02/10/16","HB1362S1","03/04/16","HB1362H2","03/11/16","HB1362ER","03/25/16","","","H7010","S5620","C6038","G7010","","01/22/16","G7010"
"HB1363","Local officers; petition requirements for removal of county supervisor, etc.","H264","Simon","H18","Continued to 2017 in Privileges and Elections","02/12/16","","","","","","","","N","N","N","N","N","Y","N","N","HB1363","01/22/16","","","","","","","","","","","H1840","","","","","01/22/16","H1840"
"HB1364","Uniform Statewide Building and Statewide Fire Prevention Codes; revision.","H255","Campbell","H11","Stricken from docket by General Laws","02/11/16","","","","","","","","N","N","N","N","Y","N","N","N","HB1364","01/22/16","","","","","","","","","","","H1193","","","","","01/22/16","H1193"
"HB1365","High school graduation; Board of Education&apos;s requirements.","H177","Bulova","H09","Left in Education","02/16/16","","","","","","","","N","N","N","N","Y","N","N","N","HB1365","01/22/16","","","","","","","","","","","H0994","","","","","01/22/16","H0994"
"HB1366","Motor vehicle title loans and payday loans; military personnel.","H222","Kory","H14","Left in Commerce and Labor","02/16/16","","","","","","","","N","N","N","N","Y","N","N","N","HB1366","01/22/16","","","","","","","","","","","H1494","","","","","01/22/16","H1494"
"HB1367","Four-year public institutions of higher education; alternative tuition or fee structures.","H222","Kory","H09","Left in Education","02/16/16","","","","","","","","N","N","N","N","Y","N","N","N","HB1367","01/22/16","","","","","","","","","","","H0994","","","","","01/22/16","H0994"
"HB1368","Statewide Fire Prevention Code; State Fire Marshal; consumer fireworks; penalties.","H195","Miller","H11","Left in General Laws","02/16/16","","","","","","","","N","N","N","N","Y","N","N","N","HB1368","01/22/16","","","","","","","","","","","H1194","","","","","01/22/16","H1194"
"HB1369","Virginia Health Care Innovation Fund; created, report.","H225","Stolle","H02","Left in Appropriations","02/18/16","","","","","","","","N","N","N","N","Y","N","N","N","HB1369","01/22/16","","","","","","","","","","","H0294","","","","","01/22/16","H0294"
"HB1370","High school; prohibition of certain level course grading policies.","H283","Miyares","H09","Left in Education","02/16/16","","","","","","","","N","N","N","N","Y","N","N","N","HB1370","01/22/16","","","","","","","","","","","H0994","","","","","01/22/16","H0994"
"HB1371","Local government; prohibition on certain mandates upon employers.","H195","Miller","H07","Enrolled Bill communicated to Governor on 3/7/2016","03/07/16","S07","Signed by President","03/04/16","","","Vetoed by Governor","03/25/16","N","Y","Y","Y","N","N","N","Y","HB1371","01/22/16","HB1371ER","03/01/16","","","","","","","","","H7010","S5620","","G7900","","01/22/16","G7900"
"HB1372","Autonomous vehicles and piloted vehicles; definitions.","H257","Davis","H19","Left in Transportation","02/16/16","","","","","","","","N","N","N","N","Y","N","N","N","HB1372","01/22/16","","","","","","","","","","","H1994","","","","","01/22/16","H1994"
"HB1373","Virginia Public Procurement Act; design-build contracts, purchase of intellectual property.","H257","Davis","H11","Left in General Laws","02/16/16","","","","","","","","N","N","N","N","Y","N","N","N","HB1373","01/22/16","","","","","","","","","","","H1194","","","","","01/22/16","H1194"
"HB1374","Interstate 66; Commonwealth Transportation Board may impose tolls to use.","H177","Bulova","H19","Left in Transportation","02/16/16","","","","","","","","N","N","N","N","Y","N","N","N","HB1374","01/22/16","","","","","","","","","","","H1994","","","","","01/22/16","H1994"
"HB1375","Alcoholic beverage control; privileges of distillery licensees.","H279","Freitas","H11","Left in General Laws","02/16/16","","","","","","","","N","N","N","N","Y","N","N","N","HB1375","01/22/16","","","","","","","","","","","H1194","","","","","01/22/16","H1194"
"HB1376","Claims; Paul R. DesRoches II.","H223","LeMunyon","H02","Enrolled Bill communicated to Governor on 3/9/2016","03/09/16","S05","Signed by President","03/09/16","","","Approved by Governor-Chapter 530 (effective 7/1/16)","03/29/16","N","Y","Y","Y","N","N","Y","N","HB1376","01/22/16","HB1376ER","03/07/16","","","","","","","","","H7010","S5620","","G7050","","01/22/16","G7050"
"HB1377","School boards; assignment of teachers, reduces maximum class sizes.","H223","LeMunyon","H09","Enrolled Bill communicated to Governor on 3/7/2016","03/07/16","S04","Signed by President","03/06/16","","","Approved by Governor-Chapter 646 (effective 7/1/16)","04/01/16","N","Y","Y","Y","N","N","Y","N","HB1377","01/22/16","HB1377H1","02/10/16","HB1377ER","03/03/16","","","","","","","H7010","S5620","","G7050","","01/22/16","G7050"
"HB1378","Electrical transmission lines; construction near hospital helipads.","H223","LeMunyon","H14","Left in Commerce and Labor","02/16/16","","","","","","","","N","N","N","N","Y","N","N","N","HB1378","01/22/16","","","","","","","","","","","H1494","","","","","01/22/16","H1494"
"HB1379","Voter list maintenance; use of Electronic Registration Information Center, etc.","H223","LeMunyon","H18","VOTE: PASSAGE (64-Y 35-N)","02/16/16","S08","Continued to 2017 in Privileges and Elections (12-Y 0-N 1-A)","02/23/16","","","","","N","Y","N","N","N","Y","N","N","HB1379","01/22/16","HB1379H1","02/12/16","","","","","","","","","H9999","S0840","","","","01/22/16","S0840"
"HB1380","Absentee voting; electronic signatures prohibited on certain applications for absentee ballots.","H223","LeMunyon","H18","Continued to 2017 in Privileges and Elections","02/12/16","","","","","","","","N","N","N","N","N","Y","N","N","HB1380","01/22/16","","","","","","","","","","","H1840","","","","","01/22/16","H1840"
"HB1381","License plates, special; issuance for supporters of curing ovarian cancer.","H251","Hester","H19","Stricken from docket by Transportation","02/04/16","","","","","","","","N","N","N","N","Y","N","N","N","HB1381","01/22/16","","","","","","","","","","","H1993","","","","","01/22/16","H1993"
"HB1382","Real property tax; tax on commercial and industrial property in certain localities.","H221","Keam","H10","Left in Finance","02/17/16","","","","","","","","N","N","N","N","Y","N","N","N","HB1382","01/22/16","","","","","","","","","","","H1094","","","","","01/22/16","H1094"
"HB1383","Highways, Commissioner of; annual report to be made public.","H221","Keam","H19","Enrolled Bill communicated to Governor on 3/7/2016","03/07/16","S11","Signed by President","03/06/16","","","Governor's Action Deadline Midnight, Sunday, April 10, 2016","03/07/16","N","Y","Y","Y","N","N","N","N","HB1383","01/22/16","HB1383E","02/15/16","HB1383S1","02/24/16","HB1383ER","03/03/16","","","","","H7010","S5620","","G7010","","01/22/16","G7010"
"HB1384","The New College Institute; operations and governance agreement with a public institution.","H150","Marshall, D.W.","H09","Left in Education","02/16/16","","","","","","","","N","N","N","N","Y","N","N","N","HB1384","01/22/16","","","","","","","","","","","H0994","","","","","01/22/16","H0994"
"HB1385","Land preservation tax credit; application for credits prior to any donation.","H247","Webert","H10","Left in Finance","02/17/16","","","","","","","","N","N","N","N","Y","N","N","N","HB1385","01/22/16","","","","","","","","","","","H1094","","","","","01/22/16","H1094"
"HB1386","Firearms shows; voluntary background checks by Department of State Police.","H148","Lingamfelter","H15","Enrolled Bill communicated to Governor on 2/22/16","02/22/16","S03","Signed by President","02/22/16","","","Acts of Assembly Chapter text (CHAP0045)","02/26/16","N","Y","Y","Y","N","N","Y","N","HB1386","01/22/16","HB1386H1","02/05/16","HB1386EH1","02/09/16","HB1386ER","02/22/16","CHAP0045","02/26/16","","","H7010","S5620","","G9998","CHAP0045","01/22/16","G9998"
"HB1387","Large pre-election contributions; amends deadline for disclosure.","H148","Lingamfelter","H18","Enrolled Bill communicated to Governor on 3/7/2016","03/07/16","S08","Signed by President","03/04/16","","","Acts of Assembly Chapter text reprinted (CHAP0401)","03/11/16","N","Y","Y","Y","N","N","Y","N","HB1387","01/22/16","HB1387ER","03/01/16","CHAP0401","03/11/16","","","","","","","H7010","S5620","","G9999","CHAP0401","01/22/16","G9999"
"HB1388","State agencies; review of potential anti-competitive actions and promulgation of regulations.","H185","McClellan","H11","Subcommittee recommends continuing to 2017","02/11/16","","","","","","","","N","N","N","N","N","Y","N","N","HB1388","01/22/16","","","","","","","","","","","H1116","","","","","01/22/16","H1116"
"HB1389","Virginia Freedom of Information Act; record exclusion for trade secrets submitted to DMME.","H230","Robinson","H11","Continued to 2017 in General Laws","02/09/16","","","","","","","","N","N","N","N","N","Y","N","N","HB1389","01/26/16","","","","","","","","","","","H1140","","","","","01/26/16","H1140"
"HB1390","Neighborhood assistance tax credits; allocation of credits.","H115","Byron","H10","Left in Finance","02/17/16","","","","","","","","N","N","N","N","Y","N","N","N","HB1390","01/28/16","","","","","","","","","","","H1094","","","","","01/28/16","H1094"
"HB1391","Protective orders; possession of firearms, penalty.","H271","Murphy","H15","Enrolled Bill communicated to Governor on 2/22/16","02/22/16","S03","Signed by President","02/22/16","","","Acts of Assembly Chapter text (CHAP0048)","02/26/16","N","Y","Y","Y","N","N","Y","N","HB1391","02/01/16","HB1391H1","02/05/16","HB1391EH1","02/09/16","HB1391ER","02/22/16","CHAP0048","02/26/16","","","H7010","S5620","","G9998","CHAP0048","02/01/16","G9998"
"HJ1","Constitutional amendment; charter schools (second reference).","H139","Bell, Robert B.","H18","VOTE: ADOPTION (52-Y 47-N)","02/12/16","S08","Failed to report (defeated) in Privileges and Elections (5-Y 7-N 1-A)","02/23/16","","","","","N","Y","N","N","Y","N","N","N","HJ1","11/16/15","","","","","","","","","","","H9999","S0892","","","","11/16/15","S0892"
"HJ2","Constitutional amendment; right to work (second reference).","H211","Bell, Richard P.","H18","Signed by Speaker","03/25/16","S08","Signed by President","03/28/16","","","","","N","Y","Y","Y","N","N","N","N","HJ2","11/16/15","HJ2ER","03/25/16","","","","","","","","","H5620","S5620","","","","11/16/15","S5620"
"HJ3","United States Constitution; application for a convention of the states.","H148","Lingamfelter","H20","VOTE: ADOPTION (52-Y 47-N)","02/16/16","S10","Continued to 2017 in Rules","03/04/16","","","","","N","Y","N","N","N","Y","N","N","HJ3","11/16/15","HJ3E","02/16/16","","","","","","","","","H9999","S1040","","","","11/16/15","S1040"
"HJ4","Celebrating the life of Emily Elizabeth Selke.","H195","Miller","","Agreed to by House","01/15/16","","Agreed to by Senate","01/21/16","","","","","N","Y","Y","Y","N","N","N","N","HJ4","11/16/15","","","","","","","","","","","H5003","S5130","","","","11/16/15","S5130"
"HJ5","Celebrating the life of Yvonne Marie Ciarlo Selke.","H195","Miller","","Agreed to by House","01/15/16","","Agreed to by Senate","01/21/16","","","","","N","Y","Y","Y","N","N","N","N","HJ5","11/16/15","","","","","","","","","","","H5003","S5130","","","","11/16/15","S5130"
"HJ6","Commending the Salem High School forensics team.","H232","Habeeb","","Agreed to by House by voice vote","01/15/16","","Agreed to by Senate by voice vote","01/21/16","","","","","N","Y","Y","Y","N","N","N","N","HJ6","11/17/15","","","","","","","","","","","H5005","S5110","","","","11/17/15","S5110"
"HJ7","Virginia Economic Development Partnership Authority; JLARC to review Authority, report.","H115","Byron","H20","VOTE: ADOPTION (96-Y 0-N)","02/12/16","S10","Agreed to by Senate by voice vote","02/23/16","","","","","N","Y","Y","Y","N","N","N","N","HJ7","11/18/15","HJ7H1","02/09/16","","","","","","","","","H9999","S5110","","","","11/18/15","S5110"
"HJ8","Celebrating the life of George Albert Williams.","H259","Fowler","","Agreed to by House","01/15/16","","Agreed to by Senate","01/21/16","","","","","N","Y","Y","Y","N","N","N","N","HJ8","11/18/15","","","","","","","","","","","H5003","S5130","","","","11/18/15","S5130"
"HJ9","Congress of U.S.; repeal of personal income taxes and enactment of national retail sales tax.","H142","Cole","H20","Left in Rules","02/16/16","","","","","","","","N","N","N","N","Y","N","N","N","HJ9","11/20/15","","","","","","","","","","","H2094","","","","","11/20/15","H2094"
"HJ10","Commending Midlothian Masonic Lodge No. 211.","H124","Ware","","Agreed to by House by voice vote","01/15/16","","Agreed to by Senate by voice vote","01/21/16","","","","","N","Y","Y","Y","N","N","N","N","HJ10","11/21/15","","","","","","","","","","","H5005","S5110","","","","11/21/15","S5110"
"HJ11","Commending Lucindy Lawson.","H56","Kilgore","","Agreed to by House by voice vote","01/15/16","","Agreed to by Senate by voice vote","01/21/16","","","","","N","Y","Y","Y","N","N","N","N","HJ11","11/23/15","","","","","","","","","","","H5005","S5110","","","","11/23/15","S5110"
"HJ12","Commending Bronco Federal Credit Union.","H189","Tyler","","Agreed to by House by voice vote","01/15/16","","Agreed to by Senate by voice vote","01/21/16","","","","","N","Y","Y","Y","N","N","N","N","HJ12","11/30/15","","","","","","","","","","","H5005","S5110","","","","11/30/15","S5110"
"HJ13","Commending Pilgrim Baptist Church.","H266","Rasoul","","Agreed to by House by voice vote","01/15/16","","Agreed to by Senate by voice vote","01/21/16","","","","","N","Y","Y","Y","N","N","N","N","HJ13","12/01/15","","","","","","","","","","","H5005","S5110","","","","12/01/15","S5110"
"HJ14","Commending Lois King.","H247","Webert","","Agreed to by House by voice vote","01/15/16","","Agreed to by Senate by voice vote","01/21/16","","","","","N","Y","Y","Y","N","N","N","N","HJ14","12/02/15","","","","","","","","","","","H5005","S5110","","","","12/02/15","S5110"
"HJ15","Commending the Kettle Run High School boys&apos; soccer team.","H247","Webert","","Agreed to by House by voice vote","01/15/16","","Agreed to by Senate by voice vote","01/21/16","","","","","N","Y","Y","Y","N","N","N","N","HJ15","12/02/15","","","","","","","","","","","H5005","S5110","","","","12/02/15","S5110"
"HJ16","Commending Sean Broderick.","H247","Webert","","Agreed to by House by voice vote","01/15/16","","Agreed to by Senate by voice vote","01/21/16","","","","","N","Y","Y","Y","N","N","N","N","HJ16","12/02/15","","","","","","","","","","","H5005","S5110","","","","12/02/15","S5110"
"HJ17","Commemorating the life and legacy of Earle Davis Gregory.","H124","Ware","","Agreed to by House by voice vote","01/15/16","S10","Agreed to by Senate","02/25/16","","","","","N","Y","Y","Y","N","N","N","N","HJ17","12/06/15","","","","","","","","","","","H5005","S5130","","","","12/06/15","S5130"
"HJ18","Constitutional amendment; term limits for members of the General Assembly.","H266","Rasoul","H18","Left in Privileges and Elections","02/16/16","","","","","","","","N","N","N","N","Y","N","N","N","HJ18","12/07/15","","","","","","","","","","","H1894","","","","","12/07/15","H1894"
"HJ19","Commending Laurie Enright.","H247","Webert","","Agreed to by House by voice vote","01/15/16","","Agreed to by Senate by voice vote","01/21/16","","","","","N","Y","Y","Y","N","N","N","N","HJ19","12/07/15","","","","","","","","","","","H5005","S5110","","","","12/07/15","S5110"
"HJ20","Commending the Kettle Run High School competition cheer  team.","H247","Webert","","Agreed to by House by voice vote","01/15/16","","Agreed to by Senate by voice vote","01/21/16","","","","","N","Y","Y","Y","N","N","N","N","HJ20","12/07/15","","","","","","","","","","","H5005","S5110","","","","12/07/15","S5110"
"HJ21","Commending Molly Michael.","H247","Webert","","Agreed to by House by voice vote","01/15/16","","Agreed to by Senate by voice vote","01/21/16","","","","","N","Y","Y","Y","N","N","N","N","HJ21","12/07/15","","","","","","","","","","","H5005","S5110","","","","12/07/15","S5110"
"HJ22","Celebrating the life of John Waller Maloney.","H134","O'Bannon","","Agreed to by House","01/29/16","","Agreed to by Senate","02/04/16","","","","","N","Y","Y","Y","N","N","N","N","HJ22","12/07/15","","","","","","","","","","","H5003","S5130","","","","12/07/15","S5130"
"HJ23","Celebrating the life of Ernest B. Vanarsdall, Sr.","H134","O'Bannon","","Agreed to by House","01/29/16","","Agreed to by Senate","02/04/16","","","","","N","Y","Y","Y","N","N","N","N","HJ23","12/07/15","","","","","","","","","","","H5003","S5130","","","","12/07/15","S5130"
"HJ24","Celebrating the life of Evelyn Thompson Lawrence.","H242","O'Quinn","","Agreed to by House","01/15/16","","Agreed to by Senate","01/21/16","","","","","N","Y","Y","Y","N","N","N","N","HJ24","12/07/15","","","","","","","","","","","H5003","S5130","","","","12/07/15","S5130"
"HJ25","Celebrating the life of Roy L. Skeen.","H242","O'Quinn","","Agreed to by House","01/15/16","","Agreed to by Senate","01/21/16","","","","","N","Y","Y","Y","N","N","N","N","HJ25","12/07/15","","","","","","","","","","","H5003","S5130","","","","12/07/15","S5130"
"HJ26","Celebrating the life of Sharon Smith Hembree.","H242","O'Quinn","","Agreed to by House","01/15/16","","Agreed to by Senate","01/21/16","","","","","N","Y","Y","Y","N","N","N","N","HJ26","12/07/15","","","","","","","","","","","H5003","S5130","","","","12/07/15","S5130"
"HJ27","Celebrating the life of Geraldine Hankins Sword.","H242","O'Quinn","","Agreed to by House","01/15/16","","Agreed to by Senate","01/21/16","","","","","N","Y","Y","Y","N","N","N","N","HJ27","12/07/15","","","","","","","","","","","H5003","S5130","","","","12/07/15","S5130"
"HJ28","Celebrating the life of Stephen W. Morris.","H242","O'Quinn","","Agreed to by House","01/15/16","","Agreed to by Senate","01/21/16","","","","","N","Y","Y","Y","N","N","N","N","HJ28","12/07/15","","","","","","","","","","","H5003","S5130","","","","12/07/15","S5130"
"HJ29","Beginning of life; life of human person commences at conception etc.","H57","Marshall, R.G.","H08","Left in Courts of Justice","02/16/16","","","","","","","","N","N","N","N","Y","N","N","N","HJ29","12/08/15","","","","","","","","","","","H0894","","","","","12/08/15","H0894"
"HJ30","Commending Reo Hatfield.","H211","Bell, Richard P.","","Agreed to by House by voice vote","01/15/16","","Agreed to by Senate by voice vote","01/21/16","","","","","N","Y","Y","Y","N","N","N","N","HJ30","12/12/15","","","","","","","","","","","H5005","S5110","","","","12/12/15","S5110"
"HJ31","Chesapeake Bay Awareness Week; designating second week in June 2016, and each year thereafter.","H148","Lingamfelter","H20","VOTE: BLOCK VOTE ADOPTION (98-Y 0-N)","01/26/16","S10","Agreed to by Senate by voice vote","02/23/16","","","","","N","Y","Y","Y","N","N","N","N","HJ31","12/14/15","","","","","","","","","","","H9999","S5110","","","","12/14/15","S5110"
"HJ32","Commending Clyde Bernard Fowler.","H148","Lingamfelter","","Agreed to by House by voice vote","01/15/16","","Agreed to by Senate by voice vote","01/21/16","","","","","N","Y","Y","Y","N","N","N","N","HJ32","12/14/15","","","","","","","","","","","H5005","S5110","","","","12/14/15","S5110"
"HJ33","Commending Friends of Falls Church Homeless Shelter.","H264","Simon","","Agreed to by House by voice vote","01/15/16","","Agreed to by Senate by voice vote","01/21/16","","","","","N","Y","Y","Y","N","N","N","N","HJ33","12/15/15","","","","","","","","","","","H5005","S5110","","","","12/15/15","S5110"
"HJ34","Commending the Waynesboro Public Library.","H211","Bell, Richard P.","","Agreed to by House by voice vote","01/15/16","","Agreed to by Senate by voice vote","01/21/16","","","","","N","Y","Y","Y","N","N","N","N","HJ34","12/15/15","","","","","","","","","","","H5005","S5110","","","","12/15/15","S5110"
"HJ35","Celebrating the life of Adam Ward.","H232","Habeeb","","Agreed to by House","01/15/16","","Agreed to by Senate","01/21/16","","","","","N","Y","Y","Y","N","N","N","N","HJ35","12/15/15","","","","","","","","","","","H5003","S5130","","","","12/15/15","S5130"
